EvaluationName,Paradigm,EvaluatedDigits,TestLoss,Accuracy,Correct,Total,ModelLoaded
eval_task1_after_task1_CIL,CIL,"[1, 2, 4, 5, 7]",0.0096,99.70,5054,5069,model_task1_sharp_cil_ewc.pth
eval_task2_after_task2_CIL,CIL,"[0, 3, 6, 8, 9]",0.0086,99.72,4917,4931,model_task2_curvy_cil_ewc.pth
eval_task1_after_task2_CIL,CIL,"[1, 2, 4, 5, 7]",2.6226,52.79,2676,5069,model_task2_curvy_cil_ewc.pth
eval_task2_after_task1_CIL,CIL,"[0, 3, 6, 8, 9]",29.2772,0.00,0,4931,model_task1_sharp_cil_ewc.pth
